corner,temp_c,vdd,band,corner_id,tp1,tp2,tp3,tp4,tp5,tp6,tp7,f1,f2,f3,f4,f5,f6,f7,i1,i2,i3,i4,i5,i6,i7,sw1hi,sw1lo,sw7hi,sw7lo,k1,k2,k3,k4,k5,k6,k7,kvco_min,kvco_max,kvco_mean,kvco_over_f_max,fine_ratio,verdict
ff,-40.0,3.3,band4,ff_-40c_3.30v_band4,1.516506e-07,1.248995e-07,1.052763e-07,9.056764e-08,7.916986e-08,7.008014e-08,6.271273e-08,26376400.0,32025700.0,37995200.0,44165900.0,50524300.0,57077500.0,63782900.0,8.762781e-05,9.981517e-05,0.0001133849,0.0001252578,0.0001390422,0.0001526466,0.0001668707,3.406299,-0.1106947,3.435965,-0.1449042,18831000.000000004,19364666.666666668,20233666.666666664,20881833.333333332,21519333.33333334,22097666.666666664,22351333.333333313,18831000.000000004,22351333.333333313,20781388.888888884,0.7139336679759181,2.4181806463353603,PASS
ff,-40.0,3.3,band5,ff_-40c_3.30v_band5,9.334492e-08,7.651145e-08,6.418615e-08,5.49806e-08,4.787594e-08,4.219106e-08,3.765814e-08,42851800.0,52279800.0,62318700.0,72752900.0,83549300.0,94806800.0,106219000.0,0.0001165126,0.0001354245,0.0001545507,0.0001740855,0.0001926883,0.0002137192,0.0002342767,3.421196,-0.1006143,3.452635,-0.1727775,31426666.666666675,32444833.333333336,34121833.33333333,35384333.33333333,36756500.00000001,37782833.33333333,38040666.666666634,31426666.666666675,38040666.666666634,35203999.99999999,0.7333803169684044,2.4787523511264404,PASS
ff,-40.0,3.3,band6,ff_-40c_3.30v_band6,5.399685e-08,4.401403e-08,3.672908e-08,3.129117e-08,2.7104e-08,2.380012e-08,2.111818e-08,74078400.0,90880100.0,108906000.0,127832000.0,147580000.0,168066000.0,189410000.0,0.0001619646,0.0001904621,0.0002210238,0.0002489852,0.000280442,0.0003103681,0.0003429653,3.327869,-0.1068012,3.36305,-0.1218872,56005666.66666668,58046000.0,61586499.99999999,64456666.66666666,67056666.66666668,69716666.66666666,71146666.6666666,56005666.66666668,71146666.6666666,64073111.111111104,0.7560323477108939,2.556885677876412,PASS
ff,-40.0,3.3,band7,ff_-40c_3.30v_band7,3.233751e-08,2.614739e-08,2.165216e-08,1.830884e-08,1.575723e-08,1.375867e-08,1.216759e-08,123695000.0,152979000.0,184739000.0,218474000.0,253852000.0,290726000.0,328742000.0,0.0002378022,0.0002802144,0.0003275664,0.0003742801,0.0004230474,0.0004700848,0.0005194951,3.32533,-0.04183836,3.339517,-0.0918485,97613333.33333336,101740000.0,109158333.33333331,115188333.33333331,120420000.00000003,124816666.66666664,126719999.99999988,97613333.33333336,126719999.99999988,113914999.99999999,0.789145344058639,2.657682202190873,PASS
ff,-40.0,3.63,band0,ff_-40c_3.63v_band0,1.12874e-06,9.407403e-07,8.013036e-07,6.962214e-07,6.150135e-07,5.50111e-07,4.977419e-07,3543780.0,4251970.0,4991870.0,5745300.0,6503920.0,7271260.0,8036290.0,5.78281e-05,6.134124e-05,6.54515e-05,7.120784e-05,7.557595e-05,7.921449e-05,8.529428e-05,3.676464,-0.03052975,3.69023,-0.06373415,2360633.333333334,2413483.3333333335,2488883.333333333,2520083.333333333,2543266.6666666674,2553949.9999999995,2550099.9999999977,2360633.333333334,2553949.9999999995,2495838.8888888885,0.6661342784634864,2.267716957598948,PASS
ff,-40.0,3.63,band1,ff_-40c_3.63v_band1,7.147832e-07,5.945059e-07,5.061354e-07,4.397461e-07,3.875188e-07,3.458426e-07,3.125955e-07,5596100.0,6728280.0,7903020.0,9096160.0,10322100.0,11566000.0,12796100.0,6.406317e-05,7.06322e-05,7.744933e-05,8.324e-05,9.043306e-05,9.596212e-05,0.0001029046,3.693854,-0.05675578,3.714664,-0.06501212,3773933.333333334,3844866.666666667,3946466.666666666,4031799.9999999995,4116400.000000001,4123333.3333333326,4100333.3333333298,3773933.333333334,4123333.3333333326,3999999.9999999995,0.6743863285740666,2.286610317899966,PASS
ff,-40.0,3.63,band2,ff_-40c_3.63v_band2,4.291759e-07,3.570553e-07,3.03909e-07,2.634863e-07,2.324176e-07,2.07112e-07,1.869861e-07,9320190.0,11202700.0,13161800.0,15181100.0,17210400.0,19313200.0,21392000.0,7.361844e-05,8.073965e-05,8.662135e-05,9.435521e-05,0.0001055591,0.0001134251,0.0001201386,3.703216,-0.06915205,3.735124,-0.0798567,6275033.333333335,6402683.333333334,6630666.666666666,6747666.666666666,6886833.333333335,6969333.333333332,6929333.333333327,6275033.333333335,6969333.333333332,6706561.11111111,0.6732731128156545,2.295232178743137,PASS
ff,-40.0,3.63,band3,ff_-40c_3.63v_band3,2.706333e-07,2.24665e-07,1.907594e-07,1.651004e-07,1.453365e-07,1.294648e-07,1.166066e-07,14780100.0,17804300.0,20968800.0,24227700.0,27522300.0,30896400.0,34303400.0,8.843886e-05,9.986397e-05,0.0001117542,0.0001230796,0.0001328383,0.0001479652,0.000160774,3.721241,-0.0803348,3.739401,-0.1143556,10080666.66666667,10314500.0,10705666.666666664,10922499.999999998,11114500.000000002,11301833.333333332,11356666.666666657,10080666.66666667,11356666.666666657,10846277.777777776,0.6820431977230648,2.320917991082604,PASS
ff,-40.0,3.63,band4,ff_-40c_3.63v_band4,1.641232e-07,1.35856e-07,1.151213e-07,9.946425e-08,8.725586e-08,7.755953e-08,6.964842e-08,24371900.0,29442900.0,34746000.0,40215500.0,45842200.0,51573300.0,57431300.0,9.707411e-05,0.0001106937,0.0001239847,0.0001374834,0.0001508112,0.0001660826,0.0001801366,3.743973,-0.1080316,3.789742,-0.1474489,16903333.333333336,17290166.666666668,17954333.333333332,18493666.666666664,18929666.66666667,19315166.666666664,19526666.66666665,16903333.333333336,19526666.66666665,18366333.333333332,0.6935582918579731,2.3564555902494266,PASS
ff,-40.0,3.63,band5,ff_-40c_3.63v_band5,1.021574e-07,8.423554e-08,7.108383e-08,6.115508e-08,5.345831e-08,4.734111e-08,4.237741e-08,39155300.0,47485900.0,56271600.0,65407500.0,74824700.0,84493200.0,94389900.0,0.0001299246,0.0001471302,0.0001654212,0.000186896,0.0002079641,0.0002280476,0.000249335,3.755995,-0.135812,3.757418,-0.1502645,27768666.66666667,28527166.666666668,29869333.33333333,30921833.33333333,31809500.000000007,32608666.66666666,32988999.99999997,27768666.66666667,32988999.99999997,30685888.888888884,0.7091930509194585,2.410654496326168,PASS
ff,-40.0,3.63,band6,ff_-40c_3.63v_band6,5.962184e-08,4.892718e-08,4.107798e-08,3.516323e-08,3.061568e-08,2.698804e-08,2.406871e-08,67089500.0,81754100.0,97375800.0,113755000.0,130652000.0,148214000.0,166191000.0,0.000177664,0.0002047148,0.0002343839,0.0002661947,0.0002969315,0.0003275637,0.0003612127,3.686176,-0.1227794,3.745784,-0.1450916,48882000.00000001,50477166.66666667,53334833.33333333,55460333.33333333,57431666.66666668,59231666.66666666,59923333.33333328,48882000.00000001,59923333.33333328,55056388.88888888,0.7286087986942816,2.4771536529561256,PASS
ff,-40.0,3.63,band7,ff_-40c_3.63v_band7,3.621281e-08,2.949466e-08,2.458383e-08,2.09043e-08,1.80689e-08,1.583157e-08,1.402822e-08,110458000.0,135618000.0,162709000.0,191348000.0,221375000.0,252660000.0,285140000.0,0.00025428,0.000299467,0.0003449169,0.0003930298,0.0004429179,0.0004929999,0.0005437675,3.649309,-0.06757446,3.674048,-0.1393668,83866666.66666669,87085000.0,92883333.33333331,97776666.66666666,102186666.66666669,106274999.99999999,108266666.66666657,83866666.66666669,108266666.66666657,97045555.55555554,0.7592629476060284,2.5814336670951854,PASS
ff,27.0,2.97,band0,ff_27c_2.97v_band0,9.428201e-07,7.778004e-07,6.569122e-07,5.67269e-07,4.982653e-07,4.430268e-07,3.980695e-07,4242590.0,5142710.0,6089090.0,7051330.0,8027850.0,9028800.0,10048500.0,4.925153e-05,5.445311e-05,5.957366e-05,6.449013e-05,6.936563e-05,7.417508e-05,8.060338e-05,3.015409,-0.03970955,3.029416,-0.05232273,3000400.0000000005,3077500.0,3181033.333333333,3231266.666666666,3295783.333333334,3367749.9999999995,3398999.999999997,3000400.0000000005,3398999.999999997,3225505.555555555,0.7072095111712422,2.3684824600067413,PASS
ff,27.0,2.97,band1,ff_27c_2.97v_band1,5.834266e-07,4.807274e-07,4.057669e-07,3.495248e-07,3.062573e-07,2.718458e-07,2.443536e-07,6856050.0,8320720.0,9857880.0,11444100.0,13060900.0,14714200.0,16369700.0,5.802561e-05,6.400172e-05,7.081097e-05,7.823015e-05,8.622734e-05,9.207232e-05,0.0001007731,3.039002,-0.06798784,3.05179,-0.07613079,4882233.333333334,5003050.0,5205633.333333333,5338366.666666666,5450166.666666668,5514666.666666666,5518333.333333328,4882233.333333334,5518333.333333328,5285361.11111111,0.7121058529814301,2.3876284449500806,PASS
ff,27.0,2.97,band2,ff_27c_2.97v_band2,3.494744e-07,2.876277e-07,2.422861e-07,2.082177e-07,1.82377e-07,1.615695e-07,1.447639e-07,11445800.0,13906900.0,16509400.0,19210700.0,21932600.0,24757100.0,27631200.0,6.544181e-05,7.291316e-05,8.070973e-05,9.006262e-05,9.922995e-05,0.0001074638,0.0001159958,3.054903,-0.07810941,3.068469,-0.09704848,8203666.666666669,8439333.333333334,8839666.666666666,9038666.666666666,9244000.000000002,9497666.666666666,9580333.333333325,8203666.666666669,9580333.333333325,8991888.888888888,0.7167403472598393,2.4140907581820406,PASS
ff,27.0,2.97,band3,ff_27c_2.97v_band3,2.144271e-07,1.757956e-07,1.477076e-07,1.266264e-07,1.103819e-07,9.757319e-08,8.720849e-08,18654400.0,22753700.0,27080500.0,31589000.0,36237800.0,40994900.0,45867100.0,8.223183e-05,9.344065e-05,0.0001057676,0.000118694,0.0001303459,0.0001449123,0.0001579773,3.063487,-0.1009148,3.111168,-0.1308258,13664333.333333336,14043500.0,14725499.999999998,15262166.666666664,15676500.000000004,16048833.33333333,16240666.666666653,13664333.333333336,16240666.666666653,15118166.666666664,0.7324992137690484,2.4587818423535466,PASS
ff,27.0,2.97,band4,ff_27c_2.97v_band4,1.256598e-07,1.026748e-07,8.591369e-08,7.343671e-08,6.377743e-08,5.619946e-08,5.005761e-08,31832000.0,38957900.0,46558400.0,54468700.0,62718100.0,71175100.0,79907900.0,9.128565e-05,0.0001046564,0.0001186851,0.000132042,0.0001473276,0.000161666,0.0001769823,3.064536,-0.0979364,3.084023,-0.1159073,23753000.000000004,24544000.0,25851333.33333333,26932833.33333333,27844000.000000007,28649666.666666664,29109333.333333306,23753000.000000004,29109333.333333306,26708833.33333333,0.7461987936667506,2.5103009550138227,PASS
ff,27.0,2.97,band5,ff_27c_2.97v_band5,7.568019e-08,6.146674e-08,5.114746e-08,4.347629e-08,3.757452e-08,3.294321e-08,2.917947e-08,52854000.0,65075800.0,78205300.0,92004200.0,106455000.0,121421000.0,137083000.0,0.0001230756,0.0001436519,0.0001646868,0.0001868386,0.0002080431,0.0002309229,0.0002539179,3.028071,-0.09223858,3.078254,-0.1432634,40739333.33333334,42252166.66666667,44880666.66666666,47082833.33333333,49028000.00000001,51046666.66666666,52206666.66666662,40739333.33333334,52206666.66666662,46793888.88888888,0.7707899748994086,2.593616377189995,PASS
ff,27.0,2.97,band6,ff_27c_2.97v_band6,4.346333e-08,3.502149e-08,2.893182e-08,2.441767e-08,2.099112e-08,1.831638e-08,1.619401e-08,92031600.0,114216000.0,138256000.0,163816000.0,190557000.0,218384000.0,247005000.0,0.0001721888,0.0002029249,0.0002364992,0.0002685777,0.0003011948,0.0003368634,0.0003706556,2.991059,-0.0286614,3.005419,-0.08342279,73948000.00000001,77040666.66666667,82666666.66666666,87168333.33333331,90946666.66666669,94079999.99999999,95403333.33333325,73948000.00000001,95403333.33333325,86096333.33333331,0.8035066216386547,2.6839150900342927,PASS
ff,27.0,2.97,band7,ff_27c_2.97v_band7,2.522353e-08,2.015798e-08,1.656232e-08,1.395247e-08,1.200517e-08,1.051695e-08,9.354775e-09,158582000.0,198433000.0,241512000.0,286688000.0,333190000.0,380338000.0,427589000.0,0.000253448,0.0003043223,0.0003542248,0.0004062462,0.0004592908,0.0005100713,0.0005624471,2.999767,-0.02918312,3.015845,-0.04060162,132836666.6666667,138216666.6666667,147091666.66666666,152796666.66666666,156083333.33333337,157331666.66666666,157503333.3333332,132836666.6666667,157503333.3333332,149448333.3333333,0.8376528651843633,2.6963274520437377,PASS
ff,27.0,3.3,band0,ff_27c_3.30v_band0,1.024206e-06,8.481604e-07,7.199897e-07,6.228573e-07,5.479334e-07,4.890103e-07,4.409812e-07,3905460.0,4716090.0,5555640.0,6422020.0,7300160.0,8179790.0,9070680.0,5.440321e-05,6.032809e-05,6.553313e-05,7.111182e-05,7.595448e-05,8.103624e-05,8.717684e-05,3.349988,-0.03839755,3.369094,-0.06854479,2702100.0000000005,2750300.0,2843216.666666666,2907533.333333333,2929616.6666666674,2950866.666666666,2969633.3333333307,2702100.0000000005,2969633.3333333307,2869566.666666666,0.691877525310719,2.3225637953019618,PASS
ff,27.0,3.3,band1,ff_27c_3.30v_band1,6.391234e-07,5.289561e-07,4.478734e-07,3.876072e-07,3.407237e-07,3.028386e-07,2.724868e-07,6258570.0,7562060.0,8931090.0,10319700.0,11739700.0,13208400.0,14679600.0,6.423594e-05,6.995663e-05,7.826673e-05,8.596536e-05,9.309386e-05,9.925346e-05,0.0001068785,3.36266,-0.05591963,3.386359,-0.08639673,4344966.666666668,4454200.0,4596066.666666666,4681016.666666666,4814500.000000001,4899833.333333333,4903999.999999995,4344966.666666668,4903999.999999995,4678349.999999999,0.6942427210475665,2.345519823218403,PASS
ff,27.0,3.3,band2,ff_27c_3.30v_band2,3.849123e-07,3.183024e-07,2.69326e-07,2.325051e-07,2.040421e-07,1.811999e-07,1.630579e-07,10392000.0,12566700.0,14851900.0,17203900.0,19603800.0,22075100.0,24531200.0,7.137656e-05,8.012218e-05,8.809135e-05,9.758654e-05,0.0001070057,0.0001159695,0.0001250153,3.380084,-0.07887379,3.39762,-0.1027769,7249000.000000002,7433166.666666667,7728666.666666665,7919833.333333332,8118666.666666669,8212333.333333332,8186999.999999993,7249000.000000002,8212333.333333332,7855111.11111111,0.6975558121632026,2.36058506543495,PASS
ff,27.0,3.3,band3,ff_27c_3.30v_band3,2.384607e-07,1.964921e-07,1.658485e-07,1.427982e-07,1.249934e-07,1.107502e-07,9.933901e-08,16774300.0,20357100.0,24118400.0,28011600.0,32001700.0,36117300.0,40266200.0,8.91827e-05,0.0001017302,0.0001145536,0.0001262421,0.0001401247,0.0001529915,0.0001662716,3.395837,-0.09458619,3.427185,-0.1287413,11942666.66666667,12240166.666666668,12757499.999999998,13138833.333333332,13509500.000000004,13774166.666666664,13829666.666666655,11942666.66666667,13829666.666666655,13051055.555555554,0.7119621484453402,2.4004697662495604,PASS
ff,27.0,3.3,band4,ff_27c_3.30v_band4,1.405338e-07,1.154556e-07,9.719189e-08,8.340654e-08,7.281592e-08,6.440352e-08,5.754077e-08,28462900.0,34645400.0,41155700.0,47957900.0,54933000.0,62108400.0,69515900.0,9.899044e-05,0.0001129486,0.000126735,0.0001424264,0.00015718,0.0001720077,0.0001881767,3.398233,-0.1029942,3.42302,-0.1469143,20608333.33333334,21154666.666666668,22187499.999999996,22962166.666666664,23584166.66666667,24304833.33333333,24691666.666666646,20608333.33333334,24691666.666666646,22807222.22222222,0.7240419399756645,2.442333704576835,PASS
ff,27.0,3.3,band5,ff_27c_3.30v_band5,8.571004e-08,7.007776e-08,5.866144e-08,5.011638e-08,4.352151e-08,3.829858e-08,3.40993e-08,46669000.0,57079400.0,68187900.0,79814200.0,91908600.0,104443000.0,117304000.0,0.0001317219,0.0001531621,0.0001746654,0.0001968203,0.0002202232,0.0002415073,0.0002659351,3.366961,-0.1275027,3.423395,-0.1719281,34701333.33333334,35864833.333333336,37891333.33333333,39534499.99999999,41048000.00000001,42325666.66666666,42869999.99999996,34701333.33333334,42869999.99999996,39241666.666666664,0.7435628218589073,2.513531466283829,PASS
ff,27.0,3.3,band6,ff_27c_3.30v_band6,4.977326e-08,4.040711e-08,3.359498e-08,2.851327e-08,2.460806e-08,2.153551e-08,1.90636e-08,80364400.0,98992500.0,119065000.0,140286000.0,162548000.0,185740000.0,209824000.0,0.0001828783,0.0002147048,0.0002487083,0.0002818242,0.0003150224,0.0003504315,0.0003853922,3.315629,-0.0870118,3.367926,-0.1322327,62093666.66666668,64501000.0,68822499.99999999,72471666.66666666,75756666.66666669,78793333.33333333,80279999.99999993,62093666.66666668,80279999.99999993,71921999.99999999,0.7726514061781918,2.6109073171702892,PASS
ff,27.0,3.3,band7,ff_27c_3.30v_band7,2.935178e-08,2.360867e-08,1.946166e-08,1.640087e-08,1.408564e-08,1.229193e-08,1.087518e-08,136278000.0,169429000.0,205532000.0,243889000.0,283977000.0,325417000.0,367810000.0,0.0002686298,0.0003182294,0.0003720742,0.0004237135,0.000475738,0.0005325902,0.0005870854,3.322512,-0.02441245,3.338465,-0.03689893,110503333.33333336,115423333.33333334,124099999.99999999,130741666.66666664,135880000.00000003,139721666.66666666,141309999.99999988,110503333.33333336,141309999.99999988,128628888.88888887,0.8108670022551943,2.698968285416575,PASS
ff,27.0,3.63,band0,ff_27c_3.63v_band0,1.083079e-06,9.015896e-07,7.68207e-07,6.676936e-07,5.884576e-07,5.263559e-07,4.757918e-07,3693170.0,4436610.0,5206930.0,5990770.0,6797430.0,7599420.0,8407040.0,6.461434e-05,6.763315e-05,7.291342e-05,7.732045e-05,8.358403e-05,9.013012e-05,9.438522e-05,3.688026,-0.04657914,3.689895,-0.06426819,2478133.333333334,2522933.3333333335,2590266.6666666665,2650833.333333333,2681083.333333334,2682683.333333333,2692066.666666664,2478133.333333334,2692066.666666664,2618816.6666666665,0.6710044036243482,2.276375038246276,PASS
ff,27.0,3.63,band1,ff_27c_3.63v_band1,6.822027e-07,5.669955e-07,4.824981e-07,4.193218e-07,3.690972e-07,3.29506e-07,2.971875e-07,5863360.0,7054730.0,8290190.0,9539210.0,10837300.0,12139400.0,13459500.0,7.12806e-05,7.818946e-05,8.532073e-05,9.362067e-05,9.898353e-05,0.0001078042,0.0001146759,3.698057,-0.06810266,3.727192,-0.07355419,3971233.3333333344,4044716.666666667,4140799.9999999995,4245183.333333333,4333650.000000001,4370333.333333333,4400333.333333329,3971233.3333333344,4400333.333333329,4220077.777777777,0.6772965216758539,2.2955267969219015,PASS
ff,27.0,3.63,band2,ff_27c_3.63v_band2,4.133455e-07,3.431314e-07,2.915405e-07,2.52521e-07,2.224768e-07,1.981919e-07,1.784288e-07,9677130.0,11657300.0,13720200.0,15840300.0,17979400.0,20182500.0,22417900.0,7.865295e-05,8.677987e-05,9.643829e-05,0.0001050691,0.0001149156,0.0001240705,0.0001328213,3.720282,-0.07568488,3.737174,-0.1104486,6600566.666666668,6738450.0,6971666.666666666,7098666.666666666,7237000.000000002,7397499.999999999,7451333.3333333265,6600566.666666668,7451333.3333333265,7078205.555555554,0.6820789497161522,2.316585599242751,PASS
ff,27.0,3.63,band3,ff_27c_3.63v_band3,2.584304e-07,2.140832e-07,1.813937e-07,1.567288e-07,1.377438e-07,1.223897e-07,1.101396e-07,15478100.0,18684300.0,22051500.0,25521800.0,29039400.0,32682500.0,36317500.0,9.637941e-05,0.0001098253,0.0001224953,0.0001364561,0.0001499021,0.0001630923,0.0001770359,3.731627,-0.09807615,3.756493,-0.1232592,10687333.333333336,10955666.666666668,11395833.333333332,11646499.999999998,11934500.000000002,12130166.666666664,12116666.666666657,10687333.333333336,12130166.666666664,11577444.444444442,0.6904809591185828,2.3463797236094868,PASS
ff,27.0,3.63,band4,ff_27c_3.63v_band4,1.525811e-07,1.261084e-07,1.066526e-07,9.198877e-08,8.050804e-08,7.144785e-08,6.407688e-08,26215600.0,31718700.0,37504900.0,43483600.0,49684500.0,55984900.0,62425000.0,0.0001085467,0.0001230536,0.0001382822,0.0001531962,0.000168378,0.000183421,0.0001997217,3.740362,-0.1379572,3.785489,-0.166252,18343666.66666667,18815500.0,19608166.666666664,20299333.333333332,20835500.000000004,21234166.666666664,21466999.99999998,18343666.66666667,21466999.99999998,20116333.333333332,0.699723319957074,2.3812157646592107,PASS
ff,27.0,3.63,band5,ff_27c_3.63v_band5,9.411833e-08,7.744662e-08,6.517935e-08,5.596112e-08,4.878329e-08,4.309366e-08,3.850526e-08,42499700.0,51648500.0,61369100.0,71478200.0,81995300.0,92821100.0,103882000.0,0.0001448166,0.0001645265,0.0001865686,0.0002098193,0.0002315832,0.000256416,0.0002795349,3.729843,-0.09892379,3.793565,-0.1742781,30496000.000000007,31449000.0,33049499.999999996,34376999.99999999,35571500.00000001,36477833.33333333,36869666.666666634,30496000.000000007,36869666.666666634,34101277.777777776,0.7175580062918093,2.444299606820754,PASS
ff,27.0,3.63,band6,ff_27c_3.63v_band6,5.513822e-08,4.505934e-08,3.770174e-08,3.21715e-08,2.788755e-08,2.451403e-08,2.178745e-08,72545000.0,88771800.0,106096000.0,124334000.0,143433000.0,163172000.0,183592000.0,0.0001983562,0.0002285368,0.0002637146,0.0002971339,0.0003325647,0.0003669622,0.0004027185,3.669248,-0.09443944,3.720143,-0.1243753,54089333.33333334,55918333.333333336,59270333.33333332,62228333.33333332,64730000.000000015,66931666.66666666,68066666.66666661,54089333.33333334,68066666.66666661,61692777.77777777,0.745596985778942,2.5307326487008064,PASS
ff,27.0,3.63,band7,ff_27c_3.63v_band7,3.298792e-08,2.673076e-08,2.217363e-08,1.877058e-08,1.616048e-08,1.411318e-08,1.248257e-08,121256000.0,149640000.0,180394000.0,213099000.0,247517000.0,283423000.0,320447000.0,0.0002845587,0.0003358058,0.00038735,0.0004402595,0.0004981754,0.0005539456,0.0006096891,3.64759,-0.02895255,3.660712,-0.06500842,94613333.33333336,98563333.33333334,105764999.99999999,111871666.66666666,117206666.66666669,121549999.99999999,123413333.33333322,94613333.33333336,123413333.33333322,110661666.66666666,0.7802775395306901,2.642731081348552,PASS
ff,125.0,2.97,band0,ff_125c_2.97v_band0,8.800966e-07,7.300868e-07,6.190037e-07,5.356668e-07,4.705247e-07,4.185895e-07,3.774419e-07,4544960.0,5478800.0,6462000.0,7467330.0,8501150.0,9555900.0,10597700.0,6.289916e-05,6.835634e-05,7.433626e-05,8.039973e-05,8.651446e-05,9.231783e-05,9.899235e-05,3.032016,-0.06928223,3.050425,-0.07513158,3112800.0000000005,3195066.666666667,3314216.666666666,3398583.333333333,3480950.000000001,3494249.9999999995,3472666.6666666637,3112800.0000000005,3494249.9999999995,3362633.333333333,0.6848905160881505,2.3317476941491235,PASS
ff,125.0,2.97,band1,ff_125c_2.97v_band1,5.416795e-07,4.482125e-07,3.79883e-07,3.277745e-07,2.880051e-07,2.557741e-07,2.299317e-07,7384440.0,8924340.0,10529600.0,12203500.0,13888600.0,15638800.0,17396500.0,7.376198e-05,8.106662e-05,8.80636e-05,9.635506e-05,0.0001052838,0.0001124951,0.0001218044,3.036785,-0.07266161,3.049812,-0.08971971,5133000.000000001,5241933.333333334,5465266.666666666,5598333.333333332,5725500.000000001,5846499.999999999,5858999.999999994,5133000.000000001,5858999.999999994,5562255.555555555,0.6951102588686483,2.355831992676493,PASS
ff,125.0,2.97,band2,ff_125c_2.97v_band2,3.265019e-07,2.695058e-07,2.275099e-07,1.960048e-07,1.715115e-07,1.521937e-07,1.363339e-07,12251100.0,14842000.0,17581600.0,20407700.0,23322100.0,26282300.0,29339700.0,8.115671e-05,9.061534e-05,9.918766e-05,0.0001091411,0.0001203653,0.0001292638,0.0001398422,3.049955,-0.07656509,3.080837,-0.1152122,8636333.333333336,8884166.666666668,9276166.666666666,9567499.999999998,9791000.000000002,10029333.333333332,10191333.333333325,8636333.333333336,10191333.333333325,9493666.666666666,0.704943501671959,2.3948625021426646,PASS
ff,125.0,2.97,band3,ff_125c_2.97v_band3,1.983499e-07,1.631529e-07,1.37236e-07,1.179094e-07,1.027916e-07,9.082811e-08,8.11546e-08,20166400.0,24516900.0,29146900.0,33924400.0,38913700.0,44039200.0,49288600.0,0.000101457,0.0001147277,0.0001284081,0.000142973,0.0001572212,0.0001719411,0.0001865967,3.062036,-0.09514285,3.103851,-0.1139997,14501666.66666667,14967500.0,15679166.666666664,16277999.999999998,16858000.000000004,17291499.999999996,17497999.999999985,14501666.66666667,17497999.999999985,16178999.999999998,0.7191004178567652,2.444095128530625,PASS
ff,125.0,2.97,band4,ff_125c_2.97v_band4,1.125994e-07,9.228351e-08,7.739884e-08,6.619021e-08,5.749229e-08,5.066802e-08,4.50993e-08,35524200.0,43344700.0,51680400.0,60431900.0,69574500.0,78945300.0,88693200.0,0.0001132021,0.000129079,0.0001440234,0.000161426,0.0001778234,0.0001955125,0.0002119908,3.031428,-0.09421183,3.101853,-0.1586641,26068333.33333334,26927000.0,28478666.666666664,29823499.999999996,30855666.666666675,31864499.999999996,32492999.99999997,26068333.33333334,32492999.99999997,29538333.33333333,0.733819011640891,2.4966980255713005,PASS
ff,125.0,2.97,band5,ff_125c_2.97v_band5,6.701986e-08,5.454606e-08,4.544761e-08,3.86216e-08,3.33598e-08,2.921499e-08,2.5879e-08,59683800.0,73332500.0,88013400.0,103569000.0,119905000.0,136916000.0,154565000.0,0.0001518995,0.0001759292,0.0002015694,0.000224939,0.0002509545,0.0002774339,0.0003027069,2.985766,-0.03979525,3.03111,-0.1202773,45495666.66666668,47216000.0,50394166.66666666,53152666.66666666,55578333.33333334,57766666.66666666,58829999.99999995,45495666.66666668,58829999.99999995,52711777.77777777,0.7622783178461606,2.589731216846112,PASS
ff,125.0,2.97,band6,ff_125c_2.97v_band6,3.845503e-08,3.099052e-08,2.559799e-08,2.161171e-08,1.859081e-08,1.625403e-08,1.440224e-08,104018000.0,129072000.0,156262000.0,185085000.0,215160000.0,246093000.0,277735000.0,0.0002097824,0.0002453421,0.0002832979,0.0003204932,0.000359087,0.0003969244,0.0004362108,2.985889,-0.0180916,2.998472,-0.02982818,83513333.33333336,87073333.33333334,93354999.99999999,98163333.33333331,101680000.00000003,104291666.66666666,105473333.33333324,83513333.33333336,105473333.33333324,96509444.44444443,0.8028738615752404,2.670066719221673,PASS
ff,125.0,2.97,band7,ff_125c_2.97v_band7,2.190511e-08,1.757207e-08,1.451692e-08,1.231045e-08,1.067415e-08,9.426717e-09,8.456083e-09,182606000.0,227634000.0,275541000.0,324927000.0,374737000.0,424326000.0,473032000.0,0.0003095967,0.0003652905,0.0004244774,0.0004809024,0.0005395339,0.0005956283,0.0006511158,2.993403,-0.02637026,3.010035,-0.03866959,150093333.33333337,154891666.6666667,162154999.99999997,165326666.66666666,165665000.00000003,163824999.99999997,162353333.3333332,150093333.33333337,165665000.00000003,161347777.77777776,0.8219518161141111,2.590451573332749,PASS
ff,125.0,3.3,band0,ff_125c_3.30v_band0,9.553029e-07,7.94676e-07,6.774927e-07,5.878324e-07,5.17709e-07,4.620264e-07,4.171394e-07,4187150.0,5033500.0,5904120.0,6804660.0,7726350.0,8657510.0,9589120.0,6.913903e-05,7.490285e-05,8.072633e-05,8.710357e-05,9.241597e-05,9.795746e-05,0.000106611,3.350711,-0.04641862,3.367029,-0.05957469,2821166.6666666674,2861616.666666667,2951933.333333333,3037049.9999999995,3088083.333333334,3104616.666666666,3105366.6666666637,2821166.6666666674,3105366.6666666637,3001094.444444444,0.6737677577031316,2.2901305183716847,PASS
